Run,Assay Type,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,Bytes,cell_line_id,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),incubated_with_4su_for,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR2937074,RNA-Seq,52,632263528,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18856,PRJNA302818,SAMN04280679,451710215,NA18856,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439777,GSM1946015,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946015,4sU-seq of YRI individual NA18856_30min,SRP066450
SRR2937075,RNA-Seq,52,668863728,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18856,PRJNA302818,SAMN04280680,475679884,NA18856,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439778,GSM1946016,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946016,4sU-seq of YRI individual NA18856_30min,SRP066450
SRR2937076,RNA-Seq,52,687899108,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18856,PRJNA302818,SAMN04280681,481733238,NA18856,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439779,GSM1946017,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946017,4sU-seq of YRI individual NA18856_30min,SRP066450
SRR2937077,RNA-Seq,50,274451650,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18856,PRJNA302818,SAMN04280682,119961010,NA18856,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439780,GSM1946018,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946018,4sU-seq of YRI individual NA18856_60min,SRP066450
SRR2937078,RNA-Seq,52,881633376,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18856,PRJNA302818,SAMN04280683,628104926,NA18856,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439781,GSM1946019,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946019,4sU-seq of YRI individual NA18856_60min,SRP066450
SRR2937079,RNA-Seq,52,936440180,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18856,PRJNA302818,SAMN04280684,664092979,NA18856,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439782,GSM1946020,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946020,4sU-seq of YRI individual NA18856_60min,SRP066450
SRR2937080,RNA-Seq,52,948859444,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18856,PRJNA302818,SAMN04280685,662808009,NA18856,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439783,GSM1946021,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946021,4sU-seq of YRI individual NA18856_60min,SRP066450
SRR2937081,RNA-Seq,50,524281500,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18858,PRJNA302818,SAMN04280686,226812023,NA18858,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439784,GSM1946022,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946022,4sU-seq of YRI individual NA18858_30min,SRP066450
SRR2937082,RNA-Seq,50,475894850,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18858,PRJNA302818,SAMN04280687,210038596,NA18858,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439785,GSM1946023,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946023,4sU-seq of YRI individual NA18858_30min,SRP066450
SRR2937083,RNA-Seq,50,466200000,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18858,PRJNA302818,SAMN04280688,203070924,NA18858,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439786,GSM1946024,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946024,4sU-seq of YRI individual NA18858_60min,SRP066450
SRR2937084,RNA-Seq,50,647624650,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18858,PRJNA302818,SAMN04280689,283897345,NA18858,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439787,GSM1946025,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946025,4sU-seq of YRI individual NA18858_60min,SRP066450
SRR2937085,RNA-Seq,50,450922100,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18859,PRJNA302818,SAMN04280690,208509811,NA18859,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439788,GSM1946026,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946026,4sU-seq of YRI individual NA18859_30min,SRP066450
SRR2937086,RNA-Seq,52,777806692,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18859,PRJNA302818,SAMN04280691,520419926,NA18859,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439789,GSM1946027,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946027,4sU-seq of YRI individual NA18859_30min,SRP066450
SRR2937087,RNA-Seq,52,756785328,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18859,PRJNA302818,SAMN04280692,562017099,NA18859,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439790,GSM1946028,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946028,4sU-seq of YRI individual NA18859_30min,SRP066450
SRR2937088,RNA-Seq,52,869411504,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18859,PRJNA302818,SAMN04280693,612564519,NA18859,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439791,GSM1946029,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946029,4sU-seq of YRI individual NA18859_30min,SRP066450
SRR2937089,RNA-Seq,50,800000000,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18859,PRJNA302818,SAMN04280694,365823971,NA18859,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439792,GSM1946030,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946030,4sU-seq of YRI individual NA18859_60min,SRP066450
SRR2937090,RNA-Seq,52,908193052,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18859,PRJNA302818,SAMN04280695,607801352,NA18859,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439793,GSM1946031,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946031,4sU-seq of YRI individual NA18859_60min,SRP066450
SRR2937091,RNA-Seq,52,886048020,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18859,PRJNA302818,SAMN04280696,658097445,NA18859,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439794,GSM1946032,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946032,4sU-seq of YRI individual NA18859_60min,SRP066450
SRR2937092,RNA-Seq,52,1022048144,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18859,PRJNA302818,SAMN04280697,720603354,NA18859,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439795,GSM1946033,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946033,4sU-seq of YRI individual NA18859_60min,SRP066450
SRR2937093,RNA-Seq,50,254129350,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18861,PRJNA302818,SAMN04280518,112132566,NA18861,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439796,GSM1946034,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946034,4sU-seq of YRI individual NA18861_30min,SRP066450
SRR2937094,RNA-Seq,50,552600300,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18861,PRJNA302818,SAMN04280519,255298249,NA18861,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439797,GSM1946035,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946035,4sU-seq of YRI individual NA18861_30min,SRP066450
SRR2937095,RNA-Seq,50,413484800,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18861,PRJNA302818,SAMN04280520,182347235,NA18861,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439798,GSM1946036,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946036,4sU-seq of YRI individual NA18861_60min,SRP066450
SRR2937096,RNA-Seq,50,30478250,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18861,PRJNA302818,SAMN04280521,14565597,NA18861,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439799,GSM1946037,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946037,4sU-seq of YRI individual NA18861_60min,SRP066450
SRR2937097,RNA-Seq,52,433645628,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18870,PRJNA302818,SAMN04280522,310296649,NA18870,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439800,GSM1946038,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946038,4sU-seq of YRI individual NA18870_30min,SRP066450
SRR2937098,RNA-Seq,52,462329868,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18870,PRJNA302818,SAMN04280523,329476960,NA18870,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439801,GSM1946039,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946039,4sU-seq of YRI individual NA18870_30min,SRP066450
SRR2937099,RNA-Seq,52,469510600,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18870,PRJNA302818,SAMN04280524,329515604,NA18870,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439802,GSM1946040,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946040,4sU-seq of YRI individual NA18870_30min,SRP066450
SRR2937100,RNA-Seq,52,996705476,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18870,PRJNA302818,SAMN04280525,712902847,NA18870,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439803,GSM1946041,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946041,4sU-seq of YRI individual NA18870_60min,SRP066450
SRR2937101,RNA-Seq,52,1065728352,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18870,PRJNA302818,SAMN04280526,759075597,NA18870,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439804,GSM1946042,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946042,4sU-seq of YRI individual NA18870_60min,SRP066450
SRR2937102,RNA-Seq,52,1076693436,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18870,PRJNA302818,SAMN04280527,755412542,NA18870,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439805,GSM1946043,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946043,4sU-seq of YRI individual NA18870_60min,SRP066450
SRR2937103,RNA-Seq,52,761334028,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18907,PRJNA302818,SAMN04280528,528984982,NA18907,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439806,GSM1946044,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946044,4sU-seq of YRI individual NA18907_30min,SRP066450
SRR2937104,RNA-Seq,52,405095756,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18907,PRJNA302818,SAMN04280529,304619091,NA18907,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439807,GSM1946045,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946045,4sU-seq of YRI individual NA18907_30min,SRP066450
SRR2937105,RNA-Seq,52,761219524,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18907,PRJNA302818,SAMN04280530,514493824,NA18907,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439808,GSM1946046,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946046,4sU-seq of YRI individual NA18907_30min,SRP066450
SRR2937106,RNA-Seq,52,603890352,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18907,PRJNA302818,SAMN04280531,418015395,NA18907,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439809,GSM1946047,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946047,4sU-seq of YRI individual NA18907_60min,SRP066450
SRR2937107,RNA-Seq,52,323832496,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18907,PRJNA302818,SAMN04280532,242889217,NA18907,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439810,GSM1946048,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946048,4sU-seq of YRI individual NA18907_60min,SRP066450
SRR2937108,RNA-Seq,52,613572752,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18907,PRJNA302818,SAMN04280533,412683513,NA18907,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439811,GSM1946049,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946049,4sU-seq of YRI individual NA18907_60min,SRP066450
SRR2937109,RNA-Seq,52,640592524,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18912,PRJNA302818,SAMN04280534,465470113,NA18912,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439812,GSM1946050,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946050,4sU-seq of YRI individual NA18912_30min,SRP066450
SRR2937110,RNA-Seq,52,5568472,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18912,PRJNA302818,SAMN04280535,4419648,NA18912,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439813,GSM1946051,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946051,4sU-seq of YRI individual NA18912_30min,SRP066450
SRR2937111,RNA-Seq,52,1123687864,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18912,PRJNA302818,SAMN04280536,803675352,NA18912,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439814,GSM1946052,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946052,4sU-seq of YRI individual NA18912_30min,SRP066450
SRR2937112,RNA-Seq,52,867007284,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18912,PRJNA302818,SAMN04280537,637263664,NA18912,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439815,GSM1946053,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946053,4sU-seq of YRI individual NA18912_30min,SRP066450
SRR2937113,RNA-Seq,52,927790864,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18912,PRJNA302818,SAMN04280538,668614722,NA18912,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439816,GSM1946054,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946054,4sU-seq of YRI individual NA18912_30min,SRP066450
SRR2937114,RNA-Seq,52,833513876,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18912,PRJNA302818,SAMN04280539,606095883,NA18912,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439817,GSM1946055,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946055,4sU-seq of YRI individual NA18912_60min,SRP066450
SRR2937115,RNA-Seq,52,7794592,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18912,PRJNA302818,SAMN04280540,6202530,NA18912,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439818,GSM1946056,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946056,4sU-seq of YRI individual NA18912_60min,SRP066450
SRR2937116,RNA-Seq,52,417839188,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18912,PRJNA302818,SAMN04280541,300158805,NA18912,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439819,GSM1946057,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946057,4sU-seq of YRI individual NA18912_60min,SRP066450
SRR2937117,RNA-Seq,52,330255484,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18912,PRJNA302818,SAMN04280542,243639642,NA18912,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439820,GSM1946058,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946058,4sU-seq of YRI individual NA18912_60min,SRP066450
SRR2937118,RNA-Seq,52,349415196,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18912,PRJNA302818,SAMN04280543,252787050,NA18912,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439821,GSM1946059,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946059,4sU-seq of YRI individual NA18912_60min,SRP066450
SRR2937119,RNA-Seq,52,762377356,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18913,PRJNA302818,SAMN04280544,540061083,NA18913,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439822,GSM1946060,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946060,4sU-seq of YRI individual NA18913_30min,SRP066450
SRR2937120,RNA-Seq,52,774670520,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18913,PRJNA302818,SAMN04280545,539578400,NA18913,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439823,GSM1946061,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946061,4sU-seq of YRI individual NA18913_30min,SRP066450
SRR2937121,RNA-Seq,52,718070652,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18913,PRJNA302818,SAMN04280733,515563907,NA18913,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439824,GSM1946062,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946062,4sU-seq of YRI individual NA18913_30min,SRP066450
SRR2937122,RNA-Seq,52,555102808,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18913,PRJNA302818,SAMN04280734,398656274,NA18913,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439825,GSM1946063,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946063,4sU-seq of YRI individual NA18913_30min,SRP066450
SRR2937123,RNA-Seq,52,444906280,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18913,PRJNA302818,SAMN04280546,328198301,NA18913,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439826,GSM1946064,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946064,4sU-seq of YRI individual NA18913_30min,SRP066450
SRR2937124,RNA-Seq,52,471195348,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18913,PRJNA302818,SAMN04280547,340922496,NA18913,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439827,GSM1946065,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946065,4sU-seq of YRI individual NA18913_30min,SRP066450
