study_accession	sample_accession	run_accession	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	experiment_alias	fastq_ftp	fastq_aspera	sample_alias	sample_title
PRJNA302818	SAMN04280526	SRR2937101			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946042	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937101/SRR2937101.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937101/SRR2937101.fastq.gz	GSM1946042	4sU-seq of YRI individual (NA18870) [18870-60-1_C30NNACXX-1-06]
PRJNA302818	SAMN04280527	SRR2937102			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946043	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937102/SRR2937102.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937102/SRR2937102.fastq.gz	GSM1946043	4sU-seq of YRI individual (NA18870) [18870-60-1_C311JACXX-1-06]
PRJNA302818	SAMN04280528	SRR2937103			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946044	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937103/SRR2937103.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937103/SRR2937103.fastq.gz	GSM1946044	4sU-seq of YRI individual (NA18907) [18907-30-1_C30BHACXX-3-03]
PRJNA302818	SAMN04280529	SRR2937104			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946045	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937104/SRR2937104.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937104/SRR2937104.fastq.gz	GSM1946045	4sU-seq of YRI individual (NA18907) [18907-30-1_C30NNACXX-3-03]
PRJNA302818	SAMN04280530	SRR2937105			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946046	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937105/SRR2937105.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937105/SRR2937105.fastq.gz	GSM1946046	4sU-seq of YRI individual (NA18907) [18907-30-1_C311JACXX-3-03]
PRJNA302818	SAMN04280531	SRR2937106			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946047	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937106/SRR2937106.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937106/SRR2937106.fastq.gz	GSM1946047	4sU-seq of YRI individual (NA18907) [18907-60-1_C30BHACXX-3-09]
PRJNA302818	SAMN04280532	SRR2937107			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946048	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937107/SRR2937107.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937107/SRR2937107.fastq.gz	GSM1946048	4sU-seq of YRI individual (NA18907) [18907-60-1_C30NNACXX-3-09]
PRJNA302818	SAMN04280533	SRR2937108			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946049	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937108/SRR2937108.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937108/SRR2937108.fastq.gz	GSM1946049	4sU-seq of YRI individual (NA18907) [18907-60-1_C311JACXX-3-09]
PRJNA302818	SAMN04280534	SRR2937109			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946050	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937109/SRR2937109.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937109/SRR2937109.fastq.gz	GSM1946050	4sU-seq of YRI individual (NA18912) [18912-30-1_C30BHACXX-4-25]
PRJNA302818	SAMN04280535	SRR2937110			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946051	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937110/SRR2937110.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937110/SRR2937110.fastq.gz	GSM1946051	4sU-seq of YRI individual (NA18912) [18912-30-1_C30NNACXX-4-25]
PRJNA302818	SAMN04280536	SRR2937111			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946052	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937111/SRR2937111.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937111/SRR2937111.fastq.gz	GSM1946052	4sU-seq of YRI individual (NA18912) [18912-30-2_C30BHACXX-6-20]
PRJNA302818	SAMN04280537	SRR2937112			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946053	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937112/SRR2937112.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937112/SRR2937112.fastq.gz	GSM1946053	4sU-seq of YRI individual (NA18912) [18912-30-2_C30NNACXX-6-20]
PRJNA302818	SAMN04280538	SRR2937113			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946054	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937113/SRR2937113.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937113/SRR2937113.fastq.gz	GSM1946054	4sU-seq of YRI individual (NA18912) [18912-30-2_C311JACXX-6-20]
PRJNA302818	SAMN04280539	SRR2937114			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946055	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937114/SRR2937114.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937114/SRR2937114.fastq.gz	GSM1946055	4sU-seq of YRI individual (NA18912) [18912-60-1_C30BHACXX-4-27]
PRJNA302818	SAMN04280540	SRR2937115			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946056	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937115/SRR2937115.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937115/SRR2937115.fastq.gz	GSM1946056	4sU-seq of YRI individual (NA18912) [18912-60-1_C30NNACXX-4-27]
PRJNA302818	SAMN04280541	SRR2937116			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946057	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937116/SRR2937116.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937116/SRR2937116.fastq.gz	GSM1946057	4sU-seq of YRI individual (NA18912) [18912-60-2_C30BHACXX-6-21]
PRJNA302818	SAMN04280542	SRR2937117			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946058	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937117/SRR2937117.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937117/SRR2937117.fastq.gz	GSM1946058	4sU-seq of YRI individual (NA18912) [18912-60-2_C30NNACXX-6-21]
PRJNA302818	SAMN04280543	SRR2937118			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946059	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937118/SRR2937118.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937118/SRR2937118.fastq.gz	GSM1946059	4sU-seq of YRI individual (NA18912) [18912-60-2_C311JACXX-6-21]
PRJNA302818	SAMN04280544	SRR2937119			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946060	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937119/SRR2937119.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937119/SRR2937119.fastq.gz	GSM1946060	4sU-seq of YRI individual (NA18913) [18913-30-1_C30BHACXX-5-03]
PRJNA302818	SAMN04280545	SRR2937120			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946061	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937120/SRR2937120.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937120/SRR2937120.fastq.gz	GSM1946061	4sU-seq of YRI individual (NA18913) [18913-30-1_C30NNACXX-5-03]
PRJNA302818	SAMN04280733	SRR2937121			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946062	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937121/SRR2937121.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937121/SRR2937121.fastq.gz	GSM1946062	4sU-seq of YRI individual (NA18913) [18913-30-1_C311JACXX-5-03]
PRJNA302818	SAMN04280734	SRR2937122			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946063	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937122/SRR2937122.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937122/SRR2937122.fastq.gz	GSM1946063	4sU-seq of YRI individual (NA18913) [18913-30-2_C30BHACXX-6-15]
PRJNA302818	SAMN04280546	SRR2937123			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946064	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937123/SRR2937123.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937123/SRR2937123.fastq.gz	GSM1946064	4sU-seq of YRI individual (NA18913) [18913-30-2_C30NNACXX-6-15]
PRJNA302818	SAMN04280547	SRR2937124			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946065	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937124/SRR2937124.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937124/SRR2937124.fastq.gz	GSM1946065	4sU-seq of YRI individual (NA18913) [18913-30-2_C311JACXX-6-15]
PRJNA302818	SAMN04280728	SRR2937125			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946066	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937125/SRR2937125.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937125/SRR2937125.fastq.gz	GSM1946066	4sU-seq of YRI individual (NA18913) [18913-60-1_C30BHACXX-5-04]
PRJNA302818	SAMN04280729	SRR2937126			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946067	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937126/SRR2937126.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937126/SRR2937126.fastq.gz	GSM1946067	4sU-seq of YRI individual (NA18913) [18913-60-1_C30NNACXX-5-04]
PRJNA302818	SAMN04280730	SRR2937127			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946068	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937127/SRR2937127.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937127/SRR2937127.fastq.gz	GSM1946068	4sU-seq of YRI individual (NA18913) [18913-60-1_C311JACXX-5-04]
PRJNA302818	SAMN04280731	SRR2937128			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946069	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937128/SRR2937128.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937128/SRR2937128.fastq.gz	GSM1946069	4sU-seq of YRI individual (NA18913) [18913-60-2_C30BHACXX-6-16]
PRJNA302818	SAMN04280732	SRR2937129			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946070	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937129/SRR2937129.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937129/SRR2937129.fastq.gz	GSM1946070	4sU-seq of YRI individual (NA18913) [18913-60-2_C30NNACXX-6-16]
PRJNA302818	SAMN04280735	SRR2937130			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946071	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937130/SRR2937130.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937130/SRR2937130.fastq.gz	GSM1946071	4sU-seq of YRI individual (NA18913) [18913-60-2_C311JACXX-6-16]
PRJNA302818	SAMN04280736	SRR2937131			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946072	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937131/SRR2937131.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937131/SRR2937131.fastq.gz	GSM1946072	4sU-seq of YRI individual (NA19092) [19092-30-1_D2775ACXX-7-11]
PRJNA302818	SAMN04280737	SRR2937132			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946073	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937132/SRR2937132.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937132/SRR2937132.fastq.gz	GSM1946073	4sU-seq of YRI individual (NA19092) [19092-30-2_C30BHACXX-8-13]
PRJNA302818	SAMN04280738	SRR2937133			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946074	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937133/SRR2937133.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937133/SRR2937133.fastq.gz	GSM1946074	4sU-seq of YRI individual (NA19092) [19092-30-2_C30NNACXX-8-13]
PRJNA302818	SAMN04280739	SRR2937134			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946075	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937134/SRR2937134.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937134/SRR2937134.fastq.gz	GSM1946075	4sU-seq of YRI individual (NA19092) [19092-30-2_C311JACXX-8-13]
PRJNA302818	SAMN04280740	SRR2937135			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946076	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937135/SRR2937135.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937135/SRR2937135.fastq.gz	GSM1946076	4sU-seq of YRI individual (NA19092) [19092-60-1_D2775ACXX-7-12]
PRJNA302818	SAMN04280741	SRR2937136			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946077	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937136/SRR2937136.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937136/SRR2937136.fastq.gz	GSM1946077	4sU-seq of YRI individual (NA19092) [19092-60-2_C30BHACXX-8-14]
PRJNA302818	SAMN04280742	SRR2937137			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946078	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937137/SRR2937137.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937137/SRR2937137.fastq.gz	GSM1946078	4sU-seq of YRI individual (NA19092) [19092-60-2_C30NNACXX-8-14]
PRJNA302818	SAMN04280743	SRR2937138			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946079	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937138/SRR2937138.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937138/SRR2937138.fastq.gz	GSM1946079	4sU-seq of YRI individual (NA19092) [19092-60-2_C311JACXX-8-14]
PRJNA302818	SAMN04280744	SRR2937139			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946080	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937139/SRR2937139.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937139/SRR2937139.fastq.gz	GSM1946080	4sU-seq of YRI individual (NA19098) [19098-30-1_C30BHACXX-2-20]
PRJNA302818	SAMN04280745	SRR2937140			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946081	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937140/SRR2937140.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937140/SRR2937140.fastq.gz	GSM1946081	4sU-seq of YRI individual (NA19098) [19098-30-1_C30NNACXX-2-20]
PRJNA302818	SAMN04280746	SRR2937141			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946082	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937141/SRR2937141.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937141/SRR2937141.fastq.gz	GSM1946082	4sU-seq of YRI individual (NA19098) [19098-30-1_C311JACXX-2-20]
PRJNA302818	SAMN04280747	SRR2937142			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946083	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937142/SRR2937142.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937142/SRR2937142.fastq.gz	GSM1946083	4sU-seq of YRI individual (NA19098) [19098-60-1_C30BHACXX-2-21]
PRJNA302818	SAMN04280748	SRR2937143			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946084	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937143/SRR2937143.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937143/SRR2937143.fastq.gz	GSM1946084	4sU-seq of YRI individual (NA19098) [19098-60-1_C30NNACXX-2-21]
PRJNA302818	SAMN04280749	SRR2937144			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946085	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937144/SRR2937144.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937144/SRR2937144.fastq.gz	GSM1946085	4sU-seq of YRI individual (NA19098) [19098-60-1_C311JACXX-2-21]
PRJNA302818	SAMN04280750	SRR2937145			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937145/SRR2937145.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937145/SRR2937145.fastq.gz	GSM1946086	4sU-seq of YRI individual (NA19099) [19099-30-1_C30BHACXX-5-09]
PRJNA302818	SAMN04280751	SRR2937146			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946087	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937146/SRR2937146.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937146/SRR2937146.fastq.gz	GSM1946087	4sU-seq of YRI individual (NA19099) [19099-30-1_C30NNACXX-5-09]
PRJNA302818	SAMN04280752	SRR2937147			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946088	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937147/SRR2937147.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937147/SRR2937147.fastq.gz	GSM1946088	4sU-seq of YRI individual (NA19099) [19099-30-1_C311JACXX-5-09]
PRJNA302818	SAMN04280753	SRR2937148			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946089	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937148/SRR2937148.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937148/SRR2937148.fastq.gz	GSM1946089	4sU-seq of YRI individual (NA19099) [19099-30-2_C30BHACXX-6-13]
PRJNA302818	SAMN04280754	SRR2937149			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946090	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937149/SRR2937149.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937149/SRR2937149.fastq.gz	GSM1946090	4sU-seq of YRI individual (NA19099) [19099-30-2_C30NNACXX-6-13]
PRJNA302818	SAMN04280755	SRR2937150			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946091	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937150/SRR2937150.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937150/SRR2937150.fastq.gz	GSM1946091	4sU-seq of YRI individual (NA19099) [19099-30-2_C311JACXX-6-13]
PRJNA302818	SAMN04280756	SRR2937151			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946092	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937151/SRR2937151.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937151/SRR2937151.fastq.gz	GSM1946092	4sU-seq of YRI individual (NA19099) [19099-60-1_C30BHACXX-5-10]
PRJNA302818	SAMN04280757	SRR2937152			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946093	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937152/SRR2937152.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937152/SRR2937152.fastq.gz	GSM1946093	4sU-seq of YRI individual (NA19099) [19099-60-1_C30NNACXX-5-10]
PRJNA302818	SAMN04280698	SRR2937153			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946094	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937153/SRR2937153.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937153/SRR2937153.fastq.gz	GSM1946094	4sU-seq of YRI individual (NA19099) [19099-60-1_C311JACXX-5-10]
PRJNA302818	SAMN04280699	SRR2937154			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946095	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937154/SRR2937154.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937154/SRR2937154.fastq.gz	GSM1946095	4sU-seq of YRI individual (NA19099) [19099-60-2_C30BHACXX-6-14]
PRJNA302818	SAMN04280700	SRR2937155			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946096	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/005/SRR2937155/SRR2937155.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/005/SRR2937155/SRR2937155.fastq.gz	GSM1946096	4sU-seq of YRI individual (NA19099) [19099-60-2_C30NNACXX-6-14]
PRJNA302818	SAMN04280701	SRR2937156			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946097	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/006/SRR2937156/SRR2937156.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/006/SRR2937156/SRR2937156.fastq.gz	GSM1946097	4sU-seq of YRI individual (NA19099) [19099-60-2_C311JACXX-6-14]
PRJNA302818	SAMN04280702	SRR2937157			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946098	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/007/SRR2937157/SRR2937157.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/007/SRR2937157/SRR2937157.fastq.gz	GSM1946098	4sU-seq of YRI individual (NA19101) [19101-30-1_D2775ACXX-2-13]
PRJNA302818	SAMN04280703	SRR2937158			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946099	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/008/SRR2937158/SRR2937158.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/008/SRR2937158/SRR2937158.fastq.gz	GSM1946099	4sU-seq of YRI individual (NA19101) [19101-60-1_D2775ACXX-2-14]
PRJNA302818	SAMN04280704	SRR2937159			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/009/SRR2937159/SRR2937159.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/009/SRR2937159/SRR2937159.fastq.gz	GSM1946100	4sU-seq of YRI individual (NA19102) [19102-30-1_D2775ACXX-3-11]
PRJNA302818	SAMN04280705	SRR2937160			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946101	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/000/SRR2937160/SRR2937160.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/000/SRR2937160/SRR2937160.fastq.gz	GSM1946101	4sU-seq of YRI individual (NA19102) [19102-30-2_C30BHACXX-7-05]
PRJNA302818	SAMN04280706	SRR2937161			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946102	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937161/SRR2937161.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/001/SRR2937161/SRR2937161.fastq.gz	GSM1946102	4sU-seq of YRI individual (NA19102) [19102-30-2_C30NNACXX-7-05]
PRJNA302818	SAMN04280707	SRR2937162			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946103	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/002/SRR2937162/SRR2937162.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/002/SRR2937162/SRR2937162.fastq.gz	GSM1946103	4sU-seq of YRI individual (NA19102) [19102-30-2_C311JACXX-7-05]
PRJNA302818	SAMN04280708	SRR2937163			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946104	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/003/SRR2937163/SRR2937163.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/003/SRR2937163/SRR2937163.fastq.gz	GSM1946104	4sU-seq of YRI individual (NA19102) [19102-60-1_D2775ACXX-3-12]
PRJNA302818	SAMN04280709	SRR2937164			SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	GSM1946105	ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/004/SRR2937164/SRR2937164.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR293/004/SRR2937164/SRR2937164.fastq.gz	GSM1946105	4sU-seq of YRI individual (NA19102) [19102-60-2_C30BHACXX-7-06]
