#Columns I-K in this sheet references contents of cells in Human LCLs tab. tab separated values (tsv) organized like this is easier to parse with computer										
#ColumnsA-F are there to help me easily make the correct reference equations for columns I-K. Once you have a string for the desired cell equation, (minus the '=' sign, like in columns D-F) use search/replace to insert the '=' sign at the beginning of the string										
LineRowNumber	LineColumnNumber	LineColumnLetter	LineReferenceString	Notes1ReferenceString	Notes2ReferenceString	Box	Position	Line	Notes1	Notes2
224	5	E	Human LCLs'!E224	Human LCLs'!E225	Human LCLs'!E226	8	13	19222		
224	6	F	Human LCLs'!F224	Human LCLs'!F225	Human LCLs'!F226	8	14	19222		
224	7	G	Human LCLs'!G224	Human LCLs'!G225	Human LCLs'!G226	8	15	19222		
224	8	H	Human LCLs'!H224	Human LCLs'!H225	Human LCLs'!H226	8	16	19222		
224	9	I	Human LCLs'!I224	Human LCLs'!I225	Human LCLs'!I226	8	17	19222		
224	10	J	Human LCLs'!J224	Human LCLs'!J225	Human LCLs'!J226	8	18	19222	*Ben took this and is in the midst of stocking a replacement	
227	2	B	Human LCLs'!B227	Human LCLs'!B228	Human LCLs'!B229	8	19	18517		
227	3	C	Human LCLs'!C227	Human LCLs'!C228	Human LCLs'!C229	8	20	18517		
227	4	D	Human LCLs'!D227	Human LCLs'!D228	Human LCLs'!D229	8	21	18517		
227	5	E	Human LCLs'!E227	Human LCLs'!E228	Human LCLs'!E229	8	22	18517		
227	6	F	Human LCLs'!F227	Human LCLs'!F228	Human LCLs'!F229	8	23			
227	7	G	Human LCLs'!G227	Human LCLs'!G228	Human LCLs'!G229	8	24	18853		
227	8	H	Human LCLs'!H227	Human LCLs'!H228	Human LCLs'!H229	8	25	18853		
227	9	I	Human LCLs'!I227	Human LCLs'!I228	Human LCLs'!I229	8	26	18853		
227	10	J	Human LCLs'!J227	Human LCLs'!J228	Human LCLs'!J229	8	27			
230	2	B	Human LCLs'!B230	Human LCLs'!B231	Human LCLs'!B232	8	28	18858		
230	3	C	Human LCLs'!C230	Human LCLs'!C231	Human LCLs'!C232	8	29	18858		
230	4	D	Human LCLs'!D230	Human LCLs'!D231	Human LCLs'!D232	8	30	18858		
230	5	E	Human LCLs'!E230	Human LCLs'!E231	Human LCLs'!E232	8	31	18858		
230	6	F	Human LCLs'!F230	Human LCLs'!F231	Human LCLs'!F232	8	32	18498		
230	7	G	Human LCLs'!G230	Human LCLs'!G231	Human LCLs'!G232	8	33	18498		
230	8	H	Human LCLs'!H230	Human LCLs'!H231	Human LCLs'!H232	8	34	18498		
230	9	I	Human LCLs'!I230	Human LCLs'!I231	Human LCLs'!I232	8	35	18498		
230	10	J	Human LCLs'!J230	Human LCLs'!J231	Human LCLs'!J232	8	36	18498		
233	2	B	Human LCLs'!B233	Human LCLs'!B234	Human LCLs'!B235	8	37	18505		
233	3	C	Human LCLs'!C233	Human LCLs'!C234	Human LCLs'!C235	8	38	18505		
233	4	D	Human LCLs'!D233	Human LCLs'!D234	Human LCLs'!D235	8	39	18505		
233	5	E	Human LCLs'!E233	Human LCLs'!E234	Human LCLs'!E235	8	40	18505		
233	6	F	Human LCLs'!F233	Human LCLs'!F234	Human LCLs'!F235	8	41	18505		
233	7	G	Human LCLs'!G233	Human LCLs'!G234	Human LCLs'!G235	8	42	18505		
233	8	H	Human LCLs'!H233	Human LCLs'!H234	Human LCLs'!H235	8	43	18505		
233	9	I	Human LCLs'!I233	Human LCLs'!I234	Human LCLs'!I235	8	44	18505		
233	10	J	Human LCLs'!J233	Human LCLs'!J234	Human LCLs'!J235	8	45	18505		
236	2	B	Human LCLs'!B236	Human LCLs'!B237	Human LCLs'!B238	8	46	18858		
236	3	C	Human LCLs'!C236	Human LCLs'!C237	Human LCLs'!C238	8	47	18858		
236	4	D	Human LCLs'!D236	Human LCLs'!D237	Human LCLs'!D238	8	48	18858		
236	5	E	Human LCLs'!E236	Human LCLs'!E237	Human LCLs'!E238	8	49	18858		
236	6	F	Human LCLs'!F236	Human LCLs'!F237	Human LCLs'!F238	8	50	18858		
236	7	G	Human LCLs'!G236	Human LCLs'!G237	Human LCLs'!G238	8	51	18858		
236	8	H	Human LCLs'!H236	Human LCLs'!H237	Human LCLs'!H238	8	52	19140		
236	9	I	Human LCLs'!I236	Human LCLs'!I237	Human LCLs'!I238	8	53	19140		
236	10	J	Human LCLs'!J236	Human LCLs'!J237	Human LCLs'!J238	8	54	19140	*Ben took this and is in the midst of stocking a replacement	
239	2	B	Human LCLs'!B239	Human LCLs'!B240	Human LCLs'!B241	8	55	18498		
239	3	C	Human LCLs'!C239	Human LCLs'!C240	Human LCLs'!C241	8	56	18498		
239	4	D	Human LCLs'!D239	Human LCLs'!D240	Human LCLs'!D241	8	57	18498		
239	5	E	Human LCLs'!E239	Human LCLs'!E240	Human LCLs'!E241	8	58	18498		
239	6	F	Human LCLs'!F239	Human LCLs'!F240	Human LCLs'!F241	8	59	18498		
239	7	G	Human LCLs'!G239	Human LCLs'!G240	Human LCLs'!G241	8	60	18498		
239	8	H	Human LCLs'!H239	Human LCLs'!H240	Human LCLs'!H241	8	61	18498		
239	9	I	Human LCLs'!I239	Human LCLs'!I240	Human LCLs'!I241	8	62	18498		
239	10	J	Human LCLs'!J239	Human LCLs'!J240	Human LCLs'!J241	8	63			
242	2	B	Human LCLs'!B242	Human LCLs'!B243	Human LCLs'!B244	8	64	18519		
242	3	C	Human LCLs'!C242	Human LCLs'!C243	Human LCLs'!C244	8	65	18519		
242	4	D	Human LCLs'!D242	Human LCLs'!D243	Human LCLs'!D244	8	66	18519		
242	5	E	Human LCLs'!E242	Human LCLs'!E243	Human LCLs'!E244	8	67			
242	6	F	Human LCLs'!F242	Human LCLs'!F243	Human LCLs'!F244	8	68	18592		
242	7	G	Human LCLs'!G242	Human LCLs'!G243	Human LCLs'!G244	8	69	18592		
242	8	H	Human LCLs'!H242	Human LCLs'!H243	Human LCLs'!H244	8	70	18592		
242	9	I	Human LCLs'!I242	Human LCLs'!I243	Human LCLs'!I244	8	71	18592		
242	10	J	Human LCLs'!J242	Human LCLs'!J243	Human LCLs'!J244	8	72	18592		
245	2	B	Human LCLs'!B245	Human LCLs'!B246	Human LCLs'!B247	8	73	19223		
245	3	C	Human LCLs'!C245	Human LCLs'!C246	Human LCLs'!C247	8	74	19223		
245	4	D	Human LCLs'!D245	Human LCLs'!D246	Human LCLs'!D247	8	75	19223		
245	5	E	Human LCLs'!E245	Human LCLs'!E246	Human LCLs'!E247	8	76	19223		
245	6	F	Human LCLs'!F245	Human LCLs'!F246	Human LCLs'!F247	8	77	19223		
245	7	G	Human LCLs'!G245	Human LCLs'!G246	Human LCLs'!G247	8	78	19223		
245	8	H	Human LCLs'!H245	Human LCLs'!H246	Human LCLs'!H247	8	79	18862		
245	9	I	Human LCLs'!I245	Human LCLs'!I246	Human LCLs'!I247	8	80	18862		
245	10	J	Human LCLs'!J245	Human LCLs'!J246	Human LCLs'!J247	8	81	18862		
252	2	B	Human LCLs'!B252	Human LCLs'!B253	Human LCLs'!B254	9	1	19102		
252	3	C	Human LCLs'!C252	Human LCLs'!C253	Human LCLs'!C254	9	2	19102		
252	4	D	Human LCLs'!D252	Human LCLs'!D253	Human LCLs'!D254	9	3	19102		
252	5	E	Human LCLs'!E252	Human LCLs'!E253	Human LCLs'!E254	9	4	19102		
252	6	F	Human LCLs'!F252	Human LCLs'!F253	Human LCLs'!F254	9	5	19238		
252	7	G	Human LCLs'!G252	Human LCLs'!G253	Human LCLs'!G254	9	6	19238		
252	8	H	Human LCLs'!H252	Human LCLs'!H253	Human LCLs'!H254	9	7	18508		
252	9	I	Human LCLs'!I252	Human LCLs'!I253	Human LCLs'!I254	9	8	18508		
252	10	J	Human LCLs'!J252	Human LCLs'!J253	Human LCLs'!J254	9	9	18508		
255	2	B	Human LCLs'!B255	Human LCLs'!B256	Human LCLs'!B257	9	10	18505		
255	3	C	Human LCLs'!C255	Human LCLs'!C256	Human LCLs'!C257	9	11	18508		
255	4	D	Human LCLs'!D255	Human LCLs'!D256	Human LCLs'!D257	9	12	19204		
255	5	E	Human LCLs'!E255	Human LCLs'!E256	Human LCLs'!E257	9	13	19143		
255	6	F	Human LCLs'!F255	Human LCLs'!F256	Human LCLs'!F257	9	14	19143	*Ben took this and is in the midst of stocking a replacement	
255	7	G	Human LCLs'!G255	Human LCLs'!G256	Human LCLs'!G257	9	15	19143		
255	8	H	Human LCLs'!H255	Human LCLs'!H256	Human LCLs'!H257	9	16	18323		
255	9	I	Human LCLs'!I255	Human LCLs'!I256	Human LCLs'!I257	9	17	18323		
255	10	J	Human LCLs'!J255	Human LCLs'!J256	Human LCLs'!J257	9	18	18323		
258	2	B	Human LCLs'!B258	Human LCLs'!B259	Human LCLs'!B260	9	19	19131		
258	3	C	Human LCLs'!C258	Human LCLs'!C259	Human LCLs'!C260	9	20	19131		
258	4	D	Human LCLs'!D258	Human LCLs'!D259	Human LCLs'!D260	9	21	18502		
258	5	E	Human LCLs'!E258	Human LCLs'!E259	Human LCLs'!E260	9	22	18502		
258	6	F	Human LCLs'!F258	Human LCLs'!F259	Human LCLs'!F260	9	23	19160		
258	7	G	Human LCLs'!G258	Human LCLs'!G259	Human LCLs'!G260	9	24	19160		
258	8	H	Human LCLs'!H258	Human LCLs'!H259	Human LCLs'!H260	9	25	18499		
258	9	I	Human LCLs'!I258	Human LCLs'!I259	Human LCLs'!I260	9	26	18499		
258	10	J	Human LCLs'!J258	Human LCLs'!J259	Human LCLs'!J260	9	27	18855		
261	2	B	Human LCLs'!B261	Human LCLs'!B262	Human LCLs'!B263	9	28	18912		
261	3	C	Human LCLs'!C261	Human LCLs'!C262	Human LCLs'!C263	9	29	18912		
261	4	D	Human LCLs'!D261	Human LCLs'!D262	Human LCLs'!D263	9	30	18510	*Ben took this and is in the midst of stocking a replacement	
261	5	E	Human LCLs'!E261	Human LCLs'!E262	Human LCLs'!E263	9	31			
261	6	F	Human LCLs'!F261	Human LCLs'!F262	Human LCLs'!F263	9	32	18862		
261	7	G	Human LCLs'!G261	Human LCLs'!G262	Human LCLs'!G263	9	33	18862		
261	8	H	Human LCLs'!H261	Human LCLs'!H262	Human LCLs'!H263	9	34	18862		
261	9	I	Human LCLs'!I261	Human LCLs'!I262	Human LCLs'!I263	9	35	18862		
261	10	J	Human LCLs'!J261	Human LCLs'!J262	Human LCLs'!J263	9	36	18862		
264	2	B	Human LCLs'!B264	Human LCLs'!B265	Human LCLs'!B266	9	37	19141		
264	3	C	Human LCLs'!C264	Human LCLs'!C265	Human LCLs'!C266	9	38	19141		
264	4	D	Human LCLs'!D264	Human LCLs'!D265	Human LCLs'!D266	9	39	19141		
264	5	E	Human LCLs'!E264	Human LCLs'!E265	Human LCLs'!E266	9	40	19141		
264	6	F	Human LCLs'!F264	Human LCLs'!F265	Human LCLs'!F266	9	41	19141		
264	7	G	Human LCLs'!G264	Human LCLs'!G265	Human LCLs'!G266	9	42	19141		
264	8	H	Human LCLs'!H264	Human LCLs'!H265	Human LCLs'!H266	9	43	19141		
264	9	I	Human LCLs'!I264	Human LCLs'!I265	Human LCLs'!I266	9	44	19141		
264	10	J	Human LCLs'!J264	Human LCLs'!J265	Human LCLs'!J266	9	45	19141		
267	2	B	Human LCLs'!B267	Human LCLs'!B268	Human LCLs'!B269	9	46	19204		
267	3	C	Human LCLs'!C267	Human LCLs'!C268	Human LCLs'!C269	9	47	19204		
267	4	D	Human LCLs'!D267	Human LCLs'!D268	Human LCLs'!D269	9	48	19204		
267	5	E	Human LCLs'!E267	Human LCLs'!E268	Human LCLs'!E269	9	49	19204		
267	6	F	Human LCLs'!F267	Human LCLs'!F268	Human LCLs'!F269	9	50	19204		
267	7	G	Human LCLs'!G267	Human LCLs'!G268	Human LCLs'!G269	9	51	19204		
267	8	H	Human LCLs'!H267	Human LCLs'!H268	Human LCLs'!H269	9	52	19204		
267	9	I	Human LCLs'!I267	Human LCLs'!I268	Human LCLs'!I269	9	53	19204		
267	10	J	Human LCLs'!J267	Human LCLs'!J268	Human LCLs'!J269	9	54			
270	2	B	Human LCLs'!B270	Human LCLs'!B271	Human LCLs'!B272	9	55	18499	*Ben took this and is in the midst of stocking a replacement	
270	3	C	Human LCLs'!C270	Human LCLs'!C271	Human LCLs'!C272	9	56	18499		
270	4	D	Human LCLs'!D270	Human LCLs'!D271	Human LCLs'!D272	9	57	18499		
270	5	E	Human LCLs'!E270	Human LCLs'!E271	Human LCLs'!E272	9	58	18499		
270	6	F	Human LCLs'!F270	Human LCLs'!F271	Human LCLs'!F272	9	59	18499		
270	7	G	Human LCLs'!G270	Human LCLs'!G271	Human LCLs'!G272	9	60	18499		
270	8	H	Human LCLs'!H270	Human LCLs'!H271	Human LCLs'!H272	9	61	18499		
270	9	I	Human LCLs'!I270	Human LCLs'!I271	Human LCLs'!I272	9	62	19193		
270	10	J	Human LCLs'!J270	Human LCLs'!J271	Human LCLs'!J272	9	63	19193		
273	2	B	Human LCLs'!B273	Human LCLs'!B274	Human LCLs'!B275	9	64	18498	*Ben took this and is in the midst of stocking a replacement	
273	3	C	Human LCLs'!C273	Human LCLs'!C274	Human LCLs'!C275	9	65	18498		
273	4	D	Human LCLs'!D273	Human LCLs'!D274	Human LCLs'!D275	9	66	18498		
273	5	E	Human LCLs'!E273	Human LCLs'!E274	Human LCLs'!E275	9	67	18498		
273	6	F	Human LCLs'!F273	Human LCLs'!F274	Human LCLs'!F275	9	68	18498		
273	7	G	Human LCLs'!G273	Human LCLs'!G274	Human LCLs'!G275	9	69			
273	8	H	Human LCLs'!H273	Human LCLs'!H274	Human LCLs'!H275	9	70			
273	9	I	Human LCLs'!I273	Human LCLs'!I274	Human LCLs'!I275	9	71			
273	10	J	Human LCLs'!J273	Human LCLs'!J274	Human LCLs'!J275	9	72			
276	2	B	Human LCLs'!B276	Human LCLs'!B277	Human LCLs'!B278	9	73	19114		
276	3	C	Human LCLs'!C276	Human LCLs'!C277	Human LCLs'!C278	9	74	19114		
276	4	D	Human LCLs'!D276	Human LCLs'!D277	Human LCLs'!D278	9	75	19114		
276	5	E	Human LCLs'!E276	Human LCLs'!E277	Human LCLs'!E278	9	76	19114		
276	6	F	Human LCLs'!F276	Human LCLs'!F277	Human LCLs'!F278	9	77	19114		
276	7	G	Human LCLs'!G276	Human LCLs'!G277	Human LCLs'!G278	9	78	19114		
276	8	H	Human LCLs'!H276	Human LCLs'!H277	Human LCLs'!H278	9	79	19114		
276	9	I	Human LCLs'!I276	Human LCLs'!I277	Human LCLs'!I278	9	80	19114		
276	10	J	Human LCLs'!J276	Human LCLs'!J277	Human LCLs'!J278	9	81	19114		
283	2	B	Human LCLs'!B283	Human LCLs'!B284	Human LCLs'!B285	10	1	18508		
283	3	C	Human LCLs'!C283	Human LCLs'!C284	Human LCLs'!C285	10	2	18508		
283	4	D	Human LCLs'!D283	Human LCLs'!D284	Human LCLs'!D285	10	3	18508		
283	5	E	Human LCLs'!E283	Human LCLs'!E284	Human LCLs'!E285	10	4	18508		
283	6	F	Human LCLs'!F283	Human LCLs'!F284	Human LCLs'!F285	10	5	18508		
283	7	G	Human LCLs'!G283	Human LCLs'!G284	Human LCLs'!G285	10	6	18508		
283	8	H	Human LCLs'!H283	Human LCLs'!H284	Human LCLs'!H285	10	7	18508		
283	9	I	Human LCLs'!I283	Human LCLs'!I284	Human LCLs'!I285	10	8	18508		
283	10	J	Human LCLs'!J283	Human LCLs'!J284	Human LCLs'!J285	10	9	18508		
286	2	B	Human LCLs'!B286	Human LCLs'!B287	Human LCLs'!B288	10	10	18522		
286	3	C	Human LCLs'!C286	Human LCLs'!C287	Human LCLs'!C288	10	11	18522		
286	4	D	Human LCLs'!D286	Human LCLs'!D287	Human LCLs'!D288	10	12	18522		
286	5	E	Human LCLs'!E286	Human LCLs'!E287	Human LCLs'!E288	10	13	18522		
286	6	F	Human LCLs'!F286	Human LCLs'!F287	Human LCLs'!F288	10	14	18522		
286	7	G	Human LCLs'!G286	Human LCLs'!G287	Human LCLs'!G288	10	15	18522		
286	8	H	Human LCLs'!H286	Human LCLs'!H287	Human LCLs'!H288	10	16	18522		
286	9	I	Human LCLs'!I286	Human LCLs'!I287	Human LCLs'!I288	10	17	18522		
286	10	J	Human LCLs'!J286	Human LCLs'!J287	Human LCLs'!J288	10	18			
289	2	B	Human LCLs'!B289	Human LCLs'!B290	Human LCLs'!B291	10	19	18855	banked back by WL 8/25/20	
289	3	C	Human LCLs'!C289	Human LCLs'!C290	Human LCLs'!C291	10	20	18855		
289	4	D	Human LCLs'!D289	Human LCLs'!D290	Human LCLs'!D291	10	21	18855		
289	5	E	Human LCLs'!E289	Human LCLs'!E290	Human LCLs'!E291	10	22	18855		
289	6	F	Human LCLs'!F289	Human LCLs'!F290	Human LCLs'!F291	10	23	18855		
289	7	G	Human LCLs'!G289	Human LCLs'!G290	Human LCLs'!G291	10	24	18855		
289	8	H	Human LCLs'!H289	Human LCLs'!H290	Human LCLs'!H291	10	25	18855		
289	9	I	Human LCLs'!I289	Human LCLs'!I290	Human LCLs'!I291	10	26	18855		
289	10	J	Human LCLs'!J289	Human LCLs'!J290	Human LCLs'!J291	10	27	18855		
292	2	B	Human LCLs'!B292	Human LCLs'!B293	Human LCLs'!B294	10	28	18505		
292	3	C	Human LCLs'!C292	Human LCLs'!C293	Human LCLs'!C294	10	29	18505		
292	4	D	Human LCLs'!D292	Human LCLs'!D293	Human LCLs'!D294	10	30	18505		
292	5	E	Human LCLs'!E292	Human LCLs'!E293	Human LCLs'!E294	10	31	18505		
292	6	F	Human LCLs'!F292	Human LCLs'!F293	Human LCLs'!F294	10	32	18505		
292	7	G	Human LCLs'!G292	Human LCLs'!G293	Human LCLs'!G294	10	33	18505		
292	8	H	Human LCLs'!H292	Human LCLs'!H293	Human LCLs'!H294	10	34	18505		
292	9	I	Human LCLs'!I292	Human LCLs'!I293	Human LCLs'!I294	10	35	18505		
292	10	J	Human LCLs'!J292	Human LCLs'!J293	Human LCLs'!J294	10	36	18505		
295	2	B	Human LCLs'!B295	Human LCLs'!B296	Human LCLs'!B297	10	37	19192		
295	3	C	Human LCLs'!C295	Human LCLs'!C296	Human LCLs'!C297	10	38	19192		
295	4	D	Human LCLs'!D295	Human LCLs'!D296	Human LCLs'!D297	10	39	19192		
295	5	E	Human LCLs'!E295	Human LCLs'!E296	Human LCLs'!E297	10	40	19192		
295	6	F	Human LCLs'!F295	Human LCLs'!F296	Human LCLs'!F297	10	41	19192		
295	7	G	Human LCLs'!G295	Human LCLs'!G296	Human LCLs'!G297	10	42	19192		
295	8	H	Human LCLs'!H295	Human LCLs'!H296	Human LCLs'!H297	10	43	19192		
295	9	I	Human LCLs'!I295	Human LCLs'!I296	Human LCLs'!I297	10	44	18516		
295	10	J	Human LCLs'!J295	Human LCLs'!J296	Human LCLs'!J297	10	45	18516		
298	2	B	Human LCLs'!B298	Human LCLs'!B299	Human LCLs'!B300	10	46	18913		
298	3	C	Human LCLs'!C298	Human LCLs'!C299	Human LCLs'!C300	10	47	18913		
298	4	D	Human LCLs'!D298	Human LCLs'!D299	Human LCLs'!D300	10	48	18913		
298	5	E	Human LCLs'!E298	Human LCLs'!E299	Human LCLs'!E300	10	49	18913		
298	6	F	Human LCLs'!F298	Human LCLs'!F299	Human LCLs'!F300	10	50	18913		
298	7	G	Human LCLs'!G298	Human LCLs'!G299	Human LCLs'!G300	10	51	18913		
298	8	H	Human LCLs'!H298	Human LCLs'!H299	Human LCLs'!H300	10	52	18516		
298	9	I	Human LCLs'!I298	Human LCLs'!I299	Human LCLs'!I300	10	53	18516		
298	10	J	Human LCLs'!J298	Human LCLs'!J299	Human LCLs'!J300	10	54	18516		
301	2	B	Human LCLs'!B301	Human LCLs'!B302	Human LCLs'!B303	10	55	18504		
301	3	C	Human LCLs'!C301	Human LCLs'!C302	Human LCLs'!C303	10	56	18504		
301	4	D	Human LCLs'!D301	Human LCLs'!D302	Human LCLs'!D303	10	57	18504		
301	5	E	Human LCLs'!E301	Human LCLs'!E302	Human LCLs'!E303	10	58	18504		
301	6	F	Human LCLs'!F301	Human LCLs'!F302	Human LCLs'!F303	10	59	18504		
301	7	G	Human LCLs'!G301	Human LCLs'!G302	Human LCLs'!G303	10	60	18504		
301	8	H	Human LCLs'!H301	Human LCLs'!H302	Human LCLs'!H303	10	61			
301	9	I	Human LCLs'!I301	Human LCLs'!I302	Human LCLs'!I303	10	62			
301	10	J	Human LCLs'!J301	Human LCLs'!J302	Human LCLs'!J303	10	63			
304	2	B	Human LCLs'!B304	Human LCLs'!B305	Human LCLs'!B306	10	64	19238		
304	3	C	Human LCLs'!C304	Human LCLs'!C305	Human LCLs'!C306	10	65	19238		
304	4	D	Human LCLs'!D304	Human LCLs'!D305	Human LCLs'!D306	10	66	19238		
304	5	E	Human LCLs'!E304	Human LCLs'!E305	Human LCLs'!E306	10	67	19238		
304	6	F	Human LCLs'!F304	Human LCLs'!F305	Human LCLs'!F306	10	68	19238		
304	7	G	Human LCLs'!G304	Human LCLs'!G305	Human LCLs'!G306	10	69	19238		
304	8	H	Human LCLs'!H304	Human LCLs'!H305	Human LCLs'!H306	10	70	19238		
304	9	I	Human LCLs'!I304	Human LCLs'!I305	Human LCLs'!I306	10	71	19238		
304	10	J	Human LCLs'!J304	Human LCLs'!J305	Human LCLs'!J306	10	72	19238		
307	2	B	Human LCLs'!B307	Human LCLs'!B308	Human LCLs'!B309	10	73	19103		
307	3	C	Human LCLs'!C307	Human LCLs'!C308	Human LCLs'!C309	10	74	19103		
307	4	D	Human LCLs'!D307	Human LCLs'!D308	Human LCLs'!D309	10	75	19103		
307	5	E	Human LCLs'!E307	Human LCLs'!E308	Human LCLs'!E309	10	76	19103		
307	6	F	Human LCLs'!F307	Human LCLs'!F308	Human LCLs'!F309	10	77	19103		
307	7	G	Human LCLs'!G307	Human LCLs'!G308	Human LCLs'!G309	10	78	19103		
307	8	H	Human LCLs'!H307	Human LCLs'!H308	Human LCLs'!H309	10	79	19103		
307	9	I	Human LCLs'!I307	Human LCLs'!I308	Human LCLs'!I309	10	80	19103		
307	10	J	Human LCLs'!J307	Human LCLs'!J308	Human LCLs'!J309	10	81	19103		
314	2	B	Human LCLs'!B314	Human LCLs'!B315	Human LCLs'!B316	11	1	18509		
314	3	C	Human LCLs'!C314	Human LCLs'!C315	Human LCLs'!C316	11	2	18509		
314	4	D	Human LCLs'!D314	Human LCLs'!D315	Human LCLs'!D316	11	3	18509		
314	5	E	Human LCLs'!E314	Human LCLs'!E315	Human LCLs'!E316	11	4	18509		
314	6	F	Human LCLs'!F314	Human LCLs'!F315	Human LCLs'!F316	11	5	18509		
314	7	G	Human LCLs'!G314	Human LCLs'!G315	Human LCLs'!G316	11	6	18509		
314	8	H	Human LCLs'!H314	Human LCLs'!H315	Human LCLs'!H316	11	7	18509		
314	9	I	Human LCLs'!I314	Human LCLs'!I315	Human LCLs'!I316	11	8	18509		
314	10	J	Human LCLs'!J314	Human LCLs'!J315	Human LCLs'!J316	11	9	18509		
317	2	B	Human LCLs'!B317	Human LCLs'!B318	Human LCLs'!B319	11	10	18503		
317	3	C	Human LCLs'!C317	Human LCLs'!C318	Human LCLs'!C319	11	11	18503		
317	4	D	Human LCLs'!D317	Human LCLs'!D318	Human LCLs'!D319	11	12	18503		
317	5	E	Human LCLs'!E317	Human LCLs'!E318	Human LCLs'!E319	11	13	18503		
317	6	F	Human LCLs'!F317	Human LCLs'!F318	Human LCLs'!F319	11	14	18503		
317	7	G	Human LCLs'!G317	Human LCLs'!G318	Human LCLs'!G319	11	15	18503		
317	8	H	Human LCLs'!H317	Human LCLs'!H318	Human LCLs'!H319	11	16	18503		
317	9	I	Human LCLs'!I317	Human LCLs'!I318	Human LCLs'!I319	11	17	18503		
317	10	J	Human LCLs'!J317	Human LCLs'!J318	Human LCLs'!J319	11	18	18503		
320	2	B	Human LCLs'!B320	Human LCLs'!B321	Human LCLs'!B322	11	19	18872		
320	3	C	Human LCLs'!C320	Human LCLs'!C321	Human LCLs'!C322	11	20	18872		
320	4	D	Human LCLs'!D320	Human LCLs'!D321	Human LCLs'!D322	11	21	18872		
320	5	E	Human LCLs'!E320	Human LCLs'!E321	Human LCLs'!E322	11	22	18872		
320	6	F	Human LCLs'!F320	Human LCLs'!F321	Human LCLs'!F322	11	23	18872		
320	7	G	Human LCLs'!G320	Human LCLs'!G321	Human LCLs'!G322	11	24	18872		
320	8	H	Human LCLs'!H320	Human LCLs'!H321	Human LCLs'!H322	11	25	18872		
320	9	I	Human LCLs'!I320	Human LCLs'!I321	Human LCLs'!I322	11	26	18872		
320	10	J	Human LCLs'!J320	Human LCLs'!J321	Human LCLs'!J322	11	27			
323	2	B	Human LCLs'!B323	Human LCLs'!B324	Human LCLs'!B325	11	28	19211		
323	3	C	Human LCLs'!C323	Human LCLs'!C324	Human LCLs'!C325	11	29	19211		
323	4	D	Human LCLs'!D323	Human LCLs'!D324	Human LCLs'!D325	11	30	19211		
323	5	E	Human LCLs'!E323	Human LCLs'!E324	Human LCLs'!E325	11	31	19211		
323	6	F	Human LCLs'!F323	Human LCLs'!F324	Human LCLs'!F325	11	32	19211		
323	7	G	Human LCLs'!G323	Human LCLs'!G324	Human LCLs'!G325	11	33	19211		
323	8	H	Human LCLs'!H323	Human LCLs'!H324	Human LCLs'!H325	11	34	19211		
323	9	I	Human LCLs'!I323	Human LCLs'!I324	Human LCLs'!I325	11	35	19211		
323	10	J	Human LCLs'!J323	Human LCLs'!J324	Human LCLs'!J325	11	36	19211		
326	2	B	Human LCLs'!B326	Human LCLs'!B327	Human LCLs'!B328	11	37	19202		
326	3	C	Human LCLs'!C326	Human LCLs'!C327	Human LCLs'!C328	11	38	19202		
326	4	D	Human LCLs'!D326	Human LCLs'!D327	Human LCLs'!D328	11	39	19202		
326	5	E	Human LCLs'!E326	Human LCLs'!E327	Human LCLs'!E328	11	40	19202		
326	6	F	Human LCLs'!F326	Human LCLs'!F327	Human LCLs'!F328	11	41	19202		
326	7	G	Human LCLs'!G326	Human LCLs'!G327	Human LCLs'!G328	11	42	19202		
326	8	H	Human LCLs'!H326	Human LCLs'!H327	Human LCLs'!H328	11	43	19202		
326	9	I	Human LCLs'!I326	Human LCLs'!I327	Human LCLs'!I328	11	44	19202		
326	10	J	Human LCLs'!J326	Human LCLs'!J327	Human LCLs'!J328	11	45	19202		
329	2	B	Human LCLs'!B329	Human LCLs'!B330	Human LCLs'!B331	11	46	19142		
329	3	C	Human LCLs'!C329	Human LCLs'!C330	Human LCLs'!C331	11	47	19142		
329	4	D	Human LCLs'!D329	Human LCLs'!D330	Human LCLs'!D331	11	48	19142		
329	5	E	Human LCLs'!E329	Human LCLs'!E330	Human LCLs'!E331	11	49	19142		
329	6	F	Human LCLs'!F329	Human LCLs'!F330	Human LCLs'!F331	11	50	19142		
329	7	G	Human LCLs'!G329	Human LCLs'!G330	Human LCLs'!G331	11	51	19142		
329	8	H	Human LCLs'!H329	Human LCLs'!H330	Human LCLs'!H331	11	52	19142		
329	9	I	Human LCLs'!I329	Human LCLs'!I330	Human LCLs'!I331	11	53	19142		
329	10	J	Human LCLs'!J329	Human LCLs'!J330	Human LCLs'!J331	11	54	19142		
332	2	B	Human LCLs'!B332	Human LCLs'!B333	Human LCLs'!B334	11	55	19145		
332	3	C	Human LCLs'!C332	Human LCLs'!C333	Human LCLs'!C334	11	56	19145		
332	4	D	Human LCLs'!D332	Human LCLs'!D333	Human LCLs'!D334	11	57	19145		
332	5	E	Human LCLs'!E332	Human LCLs'!E333	Human LCLs'!E334	11	58	19145		
332	6	F	Human LCLs'!F332	Human LCLs'!F333	Human LCLs'!F334	11	59	19145		
332	7	G	Human LCLs'!G332	Human LCLs'!G333	Human LCLs'!G334	11	60	19145		
