IndID	Assay	Phenotype	study_accession	R1_ftp	R2_ftp	R1_aspera	R2_aspera	R1_local	R2_local	notes	IsIn1KG.Phase3	Include	RepNumber	PairedEnd
NA18489	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/007/SRR1658257/SRR1658257_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/007/SRR1658257/SRR1658257_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/007/SRR1658257/SRR1658257_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/007/SRR1658257/SRR1658257_2.fastq.gz	NA	NA	GM18489-2_H3K4ME3	TRUE	TRUE	2	TRUE
NA19130	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/008/SRR1658258/SRR1658258_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/008/SRR1658258/SRR1658258_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/008/SRR1658258/SRR1658258_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/008/SRR1658258/SRR1658258_2.fastq.gz	NA	NA	GM19130_H3K4ME1	TRUE	TRUE	1	TRUE
NA19222	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/009/SRR1658259/SRR1658259_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/009/SRR1658259/SRR1658259_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/009/SRR1658259/SRR1658259_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/009/SRR1658259/SRR1658259_2.fastq.gz	NA	NA	GM19222_H3K4ME1	TRUE	TRUE	1	TRUE
NA19130	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/000/SRR1658260/SRR1658260_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/000/SRR1658260/SRR1658260_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/000/SRR1658260/SRR1658260_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/000/SRR1658260/SRR1658260_2.fastq.gz	NA	NA	GM19130_H3K4ME3	TRUE	TRUE	1	TRUE
NA18499	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/001/SRR1658261/SRR1658261_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/001/SRR1658261/SRR1658261_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/001/SRR1658261/SRR1658261_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/001/SRR1658261/SRR1658261_2.fastq.gz	NA	NA	GM18499-2_H3K4ME3	TRUE	TRUE	2	TRUE
NA18499	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/002/SRR1658262/SRR1658262_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/002/SRR1658262/SRR1658262_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/002/SRR1658262/SRR1658262_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/002/SRR1658262/SRR1658262_2.fastq.gz	NA	NA	GM18499-2_H3K4ME1	TRUE	TRUE	2	TRUE
NA19257	ChIP-seq	H3K27AC	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/003/SRR1658263/SRR1658263_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/003/SRR1658263/SRR1658263_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/003/SRR1658263/SRR1658263_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/003/SRR1658263/SRR1658263_2.fastq.gz	NA	NA	GM19257_H3K27AC	TRUE	TRUE	1	TRUE
NA19222	ChIP-seq	H3K27AC	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/004/SRR1658264/SRR1658264_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/004/SRR1658264/SRR1658264_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/004/SRR1658264/SRR1658264_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/004/SRR1658264/SRR1658264_2.fastq.gz	NA	NA	GM19222_H3K27AC	TRUE	TRUE	1	TRUE
NA19147	ChIP-seq	H3K27AC	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/005/SRR1658265/SRR1658265_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/005/SRR1658265/SRR1658265_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/005/SRR1658265/SRR1658265_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/005/SRR1658265/SRR1658265_2.fastq.gz	NA	NA	GM19147-2_H3K27AC	TRUE	TRUE	2	TRUE
NA18498	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/006/SRR1658266/SRR1658266_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/006/SRR1658266/SRR1658266_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/006/SRR1658266/SRR1658266_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/006/SRR1658266/SRR1658266_2.fastq.gz	NA	NA	GM18498-2_H3K4ME3	TRUE	TRUE	2	TRUE
NA19130	ChIP-seq	H3K27AC	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/007/SRR1658267/SRR1658267_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/007/SRR1658267/SRR1658267_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/007/SRR1658267/SRR1658267_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/007/SRR1658267/SRR1658267_2.fastq.gz	NA	NA	GM19130_H3K27AC	TRUE	TRUE	1	TRUE
NA18498	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/008/SRR1658268/SRR1658268_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/008/SRR1658268/SRR1658268_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/008/SRR1658268/SRR1658268_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/008/SRR1658268/SRR1658268_2.fastq.gz	NA	NA	GM18498-2_H3K4ME1	TRUE	TRUE	2	TRUE
NA19200	ChIP-seq	H3K27AC	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/009/SRR1658269/SRR1658269_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/009/SRR1658269/SRR1658269_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/009/SRR1658269/SRR1658269_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/009/SRR1658269/SRR1658269_2.fastq.gz	NA	NA	GM19200_H3K27AC	TRUE	TRUE	1	TRUE
NA19108	ChIP-seq	H3K27AC	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/000/SRR1658270/SRR1658270_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/000/SRR1658270/SRR1658270_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/000/SRR1658270/SRR1658270_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/000/SRR1658270/SRR1658270_2.fastq.gz	NA	NA	GM19108_H3K27AC	TRUE	TRUE	1	TRUE
NA19257	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/001/SRR1658271/SRR1658271_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/001/SRR1658271/SRR1658271_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/001/SRR1658271/SRR1658271_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/001/SRR1658271/SRR1658271_2.fastq.gz	NA	NA	GM19257_H3K4ME3	TRUE	TRUE	1	TRUE
NA19257	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/002/SRR1658272/SRR1658272_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/002/SRR1658272/SRR1658272_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/002/SRR1658272/SRR1658272_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/002/SRR1658272/SRR1658272_2.fastq.gz	NA	NA	GM19257_H3K4ME1	TRUE	TRUE	1	TRUE
NA19147	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/003/SRR1658273/SRR1658273_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/003/SRR1658273/SRR1658273_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/003/SRR1658273/SRR1658273_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/003/SRR1658273/SRR1658273_2.fastq.gz	NA	NA	GM19147-1_H3K4ME3	TRUE	TRUE	2	TRUE
NA19204	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/004/SRR1658274/SRR1658274_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/004/SRR1658274/SRR1658274_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/004/SRR1658274/SRR1658274_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/004/SRR1658274/SRR1658274_2.fastq.gz	NA	NA	GM19204_H3K4ME3	TRUE	TRUE	1	TRUE
NA19204	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/005/SRR1658275/SRR1658275_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/005/SRR1658275/SRR1658275_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/005/SRR1658275/SRR1658275_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/005/SRR1658275/SRR1658275_2.fastq.gz	NA	NA	GM19204_H3K4ME1	TRUE	TRUE	1	TRUE
NA18508	ChIP-seq	H3K27AC	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/006/SRR1658276/SRR1658276_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/006/SRR1658276/SRR1658276_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/006/SRR1658276/SRR1658276_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/006/SRR1658276/SRR1658276_2.fastq.gz	NA	NA	GM18508_H3K27AC	TRUE	TRUE	1	TRUE
NA19172	ChIP-seq	H3K27AC	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/007/SRR1658277/SRR1658277_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/007/SRR1658277/SRR1658277_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/007/SRR1658277/SRR1658277_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/007/SRR1658277/SRR1658277_2.fastq.gz	NA	NA	GM19172_H3K27AC	TRUE	TRUE	1	TRUE
NA18909	ChIP-seq	H3K27AC	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/008/SRR1658278/SRR1658278_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/008/SRR1658278/SRR1658278_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/008/SRR1658278/SRR1658278_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/008/SRR1658278/SRR1658278_2.fastq.gz	NA	NA	GM18909_H3K27AC	TRUE	TRUE	1	TRUE
NA19160	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/009/SRR1658279/SRR1658279_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/009/SRR1658279/SRR1658279_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/009/SRR1658279/SRR1658279_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/009/SRR1658279/SRR1658279_2.fastq.gz	NA	NA	GM19160_H3K4ME1	TRUE	TRUE	1	TRUE
NA18909	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/000/SRR1658280/SRR1658280_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/000/SRR1658280/SRR1658280_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/000/SRR1658280/SRR1658280_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/000/SRR1658280/SRR1658280_2.fastq.gz	NA	NA	GM18909_H3K4ME3	TRUE	TRUE	1	TRUE
NA18909	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/001/SRR1658281/SRR1658281_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/001/SRR1658281/SRR1658281_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/001/SRR1658281/SRR1658281_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/001/SRR1658281/SRR1658281_2.fastq.gz	NA	NA	GM18909_H3K4ME1	TRUE	TRUE	1	TRUE
NA19138	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/002/SRR1658282/SRR1658282_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/002/SRR1658282/SRR1658282_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/002/SRR1658282/SRR1658282_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/002/SRR1658282/SRR1658282_2.fastq.gz	NA	NA	GM19138_H3K4ME1	TRUE	TRUE	1	TRUE
NA19108	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/003/SRR1658283/SRR1658283_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/003/SRR1658283/SRR1658283_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/003/SRR1658283/SRR1658283_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/003/SRR1658283/SRR1658283_2.fastq.gz	NA	NA	GM19108_H3K4ME1	TRUE	TRUE	1	TRUE
NA19138	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/004/SRR1658284/SRR1658284_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/004/SRR1658284/SRR1658284_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/004/SRR1658284/SRR1658284_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/004/SRR1658284/SRR1658284_2.fastq.gz	NA	NA	GM19138_H3K4ME3	TRUE	TRUE	1	TRUE
NA19108	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/005/SRR1658285/SRR1658285_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/005/SRR1658285/SRR1658285_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/005/SRR1658285/SRR1658285_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/005/SRR1658285/SRR1658285_2.fastq.gz	NA	NA	GM19108_H3K4ME3	TRUE	TRUE	1	TRUE
NA19147	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/006/SRR1658286/SRR1658286_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/006/SRR1658286/SRR1658286_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/006/SRR1658286/SRR1658286_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/006/SRR1658286/SRR1658286_2.fastq.gz	NA	NA	GM19147_H3K4ME1	TRUE	TRUE	1	TRUE
NA18505	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/007/SRR1658287/SRR1658287_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/007/SRR1658287/SRR1658287_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/007/SRR1658287/SRR1658287_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/007/SRR1658287/SRR1658287_2.fastq.gz	NA	NA	GM18505_H3K4ME3	TRUE	TRUE	1	TRUE
NA19138	ChIP-seq	H3K27AC	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/008/SRR1658288/SRR1658288_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/008/SRR1658288/SRR1658288_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/008/SRR1658288/SRR1658288_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/008/SRR1658288/SRR1658288_2.fastq.gz	NA	NA	GM19138_H3K27AC	TRUE	TRUE	1	TRUE
NA18505	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/009/SRR1658289/SRR1658289_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/009/SRR1658289/SRR1658289_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/009/SRR1658289/SRR1658289_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/009/SRR1658289/SRR1658289_2.fastq.gz	NA	NA	GM18505_H3K4ME1	TRUE	TRUE	1	TRUE
NA19116	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/000/SRR1658290/SRR1658290_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/000/SRR1658290/SRR1658290_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/000/SRR1658290/SRR1658290_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/000/SRR1658290/SRR1658290_2.fastq.gz	NA	NA	GM19116_H3K4ME1	TRUE	TRUE	1	TRUE
NA19116	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/001/SRR1658291/SRR1658291_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/001/SRR1658291/SRR1658291_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/001/SRR1658291/SRR1658291_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/001/SRR1658291/SRR1658291_2.fastq.gz	NA	NA	GM19116_H3K4ME3	TRUE	TRUE	1	TRUE
NA18502	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/002/SRR1658292/SRR1658292_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/002/SRR1658292/SRR1658292_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/002/SRR1658292/SRR1658292_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/002/SRR1658292/SRR1658292_2.fastq.gz	NA	NA	GM18502-2_H3K4ME3	TRUE	TRUE	2	TRUE
NA19152	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/003/SRR1658293/SRR1658293_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/003/SRR1658293/SRR1658293_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/003/SRR1658293/SRR1658293_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/003/SRR1658293/SRR1658293_2.fastq.gz	NA	NA	GM19152_H3K4ME1	TRUE	TRUE	1	TRUE
NA19152	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/004/SRR1658294/SRR1658294_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/004/SRR1658294/SRR1658294_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/004/SRR1658294/SRR1658294_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/004/SRR1658294/SRR1658294_2.fastq.gz	NA	NA	GM19152_H3K4ME3	TRUE	TRUE	1	TRUE
NA18489	ChIP-seq	H3K27AC	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/005/SRR1658295/SRR1658295_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/005/SRR1658295/SRR1658295_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/005/SRR1658295/SRR1658295_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/005/SRR1658295/SRR1658295_2.fastq.gz	NA	NA	GM18489_H3K27AC	TRUE	TRUE	2	TRUE
NA18510	ChIP-seq	H3K27AC	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/006/SRR1658296/SRR1658296_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/006/SRR1658296/SRR1658296_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/006/SRR1658296/SRR1658296_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/006/SRR1658296/SRR1658296_2.fastq.gz	NA	NA	GM18510_H3K27AC	TRUE	TRUE	1	TRUE
NA18508	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/007/SRR1658297/SRR1658297_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/007/SRR1658297/SRR1658297_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/007/SRR1658297/SRR1658297_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/007/SRR1658297/SRR1658297_2.fastq.gz	NA	NA	GM18508_H3K4ME3	TRUE	TRUE	1	TRUE
NA18508	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/008/SRR1658298/SRR1658298_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/008/SRR1658298/SRR1658298_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/008/SRR1658298/SRR1658298_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/008/SRR1658298/SRR1658298_2.fastq.gz	NA	NA	GM18508_H3K4ME1	TRUE	TRUE	1	TRUE
NA19223	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/009/SRR1658299/SRR1658299_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/009/SRR1658299/SRR1658299_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/009/SRR1658299/SRR1658299_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/009/SRR1658299/SRR1658299_2.fastq.gz	NA	NA	GM19223_H3K4ME3	TRUE	TRUE	1	TRUE
NA19207	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/000/SRR1658300/SRR1658300_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/000/SRR1658300/SRR1658300_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/000/SRR1658300/SRR1658300_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/000/SRR1658300/SRR1658300_2.fastq.gz	NA	NA	GM19207_H3K4ME1	TRUE	TRUE	1	TRUE
NA19207	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/001/SRR1658301/SRR1658301_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/001/SRR1658301/SRR1658301_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/001/SRR1658301/SRR1658301_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/001/SRR1658301/SRR1658301_2.fastq.gz	NA	NA	GM19207_H3K4ME3	TRUE	TRUE	1	TRUE
NA18522	ChIP-seq	H3K4ME3	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/002/SRR1658302/SRR1658302_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/002/SRR1658302/SRR1658302_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/002/SRR1658302/SRR1658302_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/002/SRR1658302/SRR1658302_2.fastq.gz	NA	NA	GM18522_H3K4ME3	TRUE	TRUE	1	TRUE
NA18916	ChIP-seq	H3K27AC	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/003/SRR1658303/SRR1658303_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/003/SRR1658303/SRR1658303_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/003/SRR1658303/SRR1658303_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/003/SRR1658303/SRR1658303_2.fastq.gz	NA	NA	GM18916_H3K27AC	TRUE	TRUE	1	TRUE
NA18522	ChIP-seq	H3K4ME1	PRJNA268086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/004/SRR1658304/SRR1658304_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR165/004/SRR1658304/SRR1658304_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/004/SRR1658304/SRR1658304_1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR165/004/SRR1658304/SRR1658304_2.fastq.gz	NA	NA	GM18522_H3K4ME1	TRUE	TRUE	1	TRUE
